20170402 170000;1.066110;1.066110;1.066060;1.066060;0
20170402 170100;1.066030;1.066110;1.066000;1.066050;0
20170402 170200;1.065930;1.066080;1.065930;1.066080;0
20170402 170300;1.066050;1.066050;1.066050;1.066050;0
20170402 170400;1.066080;1.066080;1.066080;1.066080;0
20170402 170500;1.066040;1.066060;1.065950;1.065960;0
20170402 170700;1.066020;1.066150;1.066020;1.066040;0
20170402 170800;1.066040;1.066100;1.066030;1.066040;0
20170402 170900;1.066040;1.066040;1.066040;1.066040;0
20170402 171000;1.066040;1.066040;1.066040;1.066040;0
20170402 171100;1.066040;1.066040;1.066040;1.066040;0
20170402 171200;1.066080;1.066090;1.066080;1.066090;0
20170402 171300;1.066090;1.066090;1.066090;1.066090;0
20170402 171400;1.066090;1.066090;1.066070;1.066070;0
20170402 171500;1.066080;1.066210;1.066050;1.066140;0
20170402 171600;1.066120;1.066170;1.066000;1.066070;0
20170402 171700;1.066050;1.066060;1.066040;1.066060;0
20170402 171800;1.066050;1.066260;1.066050;1.066250;0
20170402 171900;1.066220;1.066220;1.066080;1.066100;0
20170402 172000;1.066100;1.066100;1.066080;1.066080;0
20170402 172100;1.066100;1.066230;1.066100;1.066230;0
20170402 172200;1.066140;1.066170;1.066100;1.066100;0
20170402 172300;1.066100;1.066120;1.066040;1.066040;0
20170402 172400;1.066080;1.066080;1.066020;1.066040;0
20170402 172500;1.066040;1.066040;1.065960;1.066010;0
20170402 172600;1.065970;1.066080;1.065970;1.066080;0
20170402 172700;1.066030;1.066130;1.066000;1.066080;0
20170402 172900;1.066030;1.066040;1.065990;1.066020;0
20170402 173000;1.065980;1.065980;1.065960;1.065960;0
20170402 173100;1.066070;1.066180;1.065940;1.066030;0
20170402 173200;1.066060;1.066250;1.066040;1.066040;0
20170402 173300;1.066040;1.066090;1.065940;1.066080;0
20170402 173400;1.066100;1.066120;1.066060;1.066060;0
20170402 173500;1.066010;1.066010;1.065950;1.065960;0
20170402 173600;1.065950;1.065950;1.065950;1.065950;0
20170402 173700;1.065960;1.065960;1.065960;1.065960;0
