20170201 000000;1.079070;1.079100;1.078920;1.078930;0
20170201 000100;1.078940;1.079020;1.078940;1.079000;0
20170201 000200;1.079010;1.079030;1.078990;1.078990;0
20170201 000300;1.078990;1.078990;1.078930;1.078940;0
20170201 000400;1.078950;1.078990;1.078920;1.078990;0
20170201 000500;1.078950;1.078990;1.078950;1.078960;0
20170201 000600;1.078980;1.079050;1.078980;1.079000;0
20170201 000700;1.079020;1.079070;1.078990;1.079060;0
20170201 000800;1.079060;1.079060;1.078970;1.078970;0
20170201 000900;1.078970;1.079040;1.078960;1.079010;0
20170201 001000;1.079030;1.079080;1.079030;1.079070;0
20170201 001100;1.079090;1.079090;1.079070;1.079070;0
20170201 001200;1.079080;1.079210;1.079080;1.079150;0
20170201 001300;1.079150;1.079180;1.079140;1.079150;0
20170201 001400;1.079170;1.079170;1.079100;1.079130;0
20170201 001500;1.079130;1.079180;1.079130;1.079150;0
20170201 001600;1.079170;1.079230;1.079160;1.079160;0
20170201 001700;1.079180;1.079230;1.079140;1.079230;0
20170201 001800;1.079210;1.079230;1.079190;1.079200;0
20170201 001900;1.079210;1.079240;1.079150;1.079150;0
20170201 002000;1.079130;1.079130;1.079070;1.079110;0
20170201 002100;1.079110;1.079110;1.079040;1.079040;0
20170201 002200;1.079030;1.079040;1.078990;1.079040;0
20170201 002300;1.079010;1.079120;1.078990;1.079100;0
20170201 002400;1.079090;1.079110;1.079070;1.079070;0
20170201 002600;1.079040;1.079050;1.079000;1.079030;0
20170201 002700;1.079020;1.079050;1.078990;1.079020;0
20170201 002800;1.079010;1.079050;1.079010;1.079030;0
20170201 002900;1.079020;1.079020;1.079000;1.079000;0
20170201 003000;1.079010;1.079030;1.079010;1.079030;0
20170201 003100;1.079040;1.079050;1.079030;1.079050;0
20170201 003200;1.079050;1.079050;1.079010;1.079040;0
20170201 003300;1.079040;1.079070;1.079040;1.079040;0
20170201 003400;1.079010;1.079010;1.078730;1.078750;0
20170201 003500;1.078740;1.078860;1.078740;1.078800;0
20170201 003600;1.078850;1.078940;1.078850;1.078920;0
20170201 003700;1.078910;1.078910;1.078790;1.078800;0
20170201 003800;1.078810;1.078830;1.078770;1.078810;0
20170201 003900;1.078810;1.078830;1.078810;1.078810;0
20170201 004000;1.078820;1.078940;1.078820;1.078940;0
20170201 004100;1.078920;1.078950;1.078900;1.078900;0
20170201 004200;1.078910;1.079010;1.078910;1.078990;0
20170201 004300;1.079010;1.079030;1.078950;1.078980;0
20170201 004400;1.078970;1.078970;1.078810;1.078840;0
20170201 004500;1.078860;1.078880;1.078800;1.078810;0
20170201 004600;1.078830;1.078840;1.078830;1.078840;0
20170201 004700;1.078860;1.078980;1.078860;1.078960;0
20170201 004800;1.078950;1.079050;1.078950;1.079000;0
20170201 004900;1.078980;1.078990;1.078870;1.078920;0
20170201 005000;1.078920;1.078990;1.078920;1.078960;0
20170201 005100;1.078980;1.079000;1.078940;1.078950;0
20170201 005200;1.078920;1.078950;1.078800;1.078950;0
20170201 005300;1.078930;1.078990;1.078890;1.078950;0
20170201 005400;1.078930;1.078960;1.078930;1.078940;0
20170201 005500;1.078970;1.078970;1.078940;1.078950;0
20170201 005600;1.078940;1.079000;1.078920;1.078940;0
20170201 005700;1.078970;1.079080;1.078950;1.079060;0
20170201 005800;1.079050;1.079080;1.079040;1.079050;0
20170201 005900;1.079070;1.079080;1.079040;1.079040;0
20170201 010000;1.079040;1.079100;1.078930;1.079010;0
20170201 010100;1.079020;1.079070;1.078960;1.079070;0
20170201 010200;1.079040;1.079100;1.078980;1.079070;0
20170201 010300;1.079070;1.079080;1.078940;1.079000;0
20170201 010400;1.079020;1.079070;1.079010;1.079010;0
