"time","timeDate","close","high","low","open","volumefrom","volumeto"
1539918000000,"2018-10-19",6480.61,6491.54,6477.95,6490.42,1572.47,10255972.33
1539921600000,"2018-10-19",6491.94,6494.75,6478.42,6480.61,1120.95,7318437.54
1539925200000,"2018-10-19",6461.14,6492.66,6460.48,6492.66,2469.25,16103818.47
1539928800000,"2018-10-19",6464.09,6470.92,6449.36,6461.39,2623.24,17040883.01
1539932400000,"2018-10-19",6455.64,6470.38,6455.35,6465.58,1946.12,12653961.96
1539936000000,"2018-10-19",6470.87,6481.89,6452.58,6455.64,2291.3,14811022.33
1539939600000,"2018-10-19",6475.15,6483.52,6466.29,6471.4,1712.14,11104174.05
1539943200000,"2018-10-19",6481.67,6491.73,6472.49,6475.43,1837.55,11937415.95
1539946800000,"2018-10-19",6478.1,6484.62,6471.78,6481.49,1142.99,7470942.85
1539950400000,"2018-10-19",6466.23,6478.46,6450.43,6478.46,2228.64,14457753.17
1539954000000,"2018-10-19",6476.52,6480.03,6465.78,6466.35,1276.46,8297267.07
1539957600000,"2018-10-19",6465.38,6480.59,6465.38,6476.52,1181.55,7692184.95
1539961200000,"2018-10-19",6473.67,6480.22,6461.29,6465.38,1343.95,8768011.02
1539964800000,"2018-10-19",6478.32,6490.73,6469.23,6474.37,1637.13,10622667.47
1539968400000,"2018-10-20",6474.23,6485.15,6474.21,6482.55,1050.89,6813907.9
1539972000000,"2018-10-20",6484.11,6491.25,6474.74,6475.34,936.58,6069689.66
1539975600000,"2018-10-20",6472.36,6487.86,6471.94,6485.25,1684.12,10898175.05
1539979200000,"2018-10-20",6463.07,6474.61,6456.37,6472.99,2084.58,13535430.89
1539982800000,"2018-10-20",6466.2,6471.06,6461.01,6463.07,765.74,4952313.71
1539986400000,"2018-10-20",6469.79,6471.8,6464.92,6466.2,627.48,4071337.81
1539990000000,"2018-10-20",6469.28,6481.32,6467.47,6469.75,643.15,4185550.3
1539993600000,"2018-10-20",6462.25,6470.13,6457.34,6469.28,907.03,5866272.79
1539997200000,"2018-10-20",6481.97,6484.7,6458.05,6462.25,1145.42,7424552.78
1540000800000,"2018-10-20",6475.71,6490.09,6473.08,6481.97,766.59,4979675.61
1540004400000,"2018-10-20",6469.14,6480.5,6467.45,6475.71,407.33,2655411.03
1540008000000,"2018-10-20",6476.91,6478.71,6466.73,6469.14,392.23,2560886.83
1540011600000,"2018-10-20",6472.47,6479.82,6467.66,6476.91,484.31,3155433.31
1540015200000,"2018-10-20",6502.78,6514.63,6469.83,6472.48,2792.66,18138232.05
1540018800000,"2018-10-20",6494.95,6507.43,6493.21,6502.79,1337.73,8713913.16
1540022400000,"2018-10-20",6492.87,6497.34,6486.64,6495.38,1481.38,9570772.74
1540026000000,"2018-10-20",6492.18,6499.02,6488.94,6493.1,734.24,4760320.27
1540029600000,"2018-10-20",6486.01,6492.65,6481.22,6492.43,942.54,6105891.05
1540033200000,"2018-10-20",6492.14,6495.8,6481.49,6486.01,951.02,6162610.23
1540036800000,"2018-10-20",6486.69,6503.24,6481.35,6492.86,396.74,2597632.93
1540040400000,"2018-10-20",6496.41,6502.19,6484.41,6487.29,744.26,4873104.29
1540044000000,"2018-10-20",6485.75,6501.12,6484.4,6496.45,547.73,3579461.84
1540047600000,"2018-10-20",6471.29,6491.55,6467.06,6485.75,728.22,4738109.87
1540051200000,"2018-10-20",6472.39,6477.34,6468.33,6472.28,862.07,5622264.8
1540054800000,"2018-10-21",6474.56,6477.69,6467.6,6472.63,583.76,3813651.86
1540058400000,"2018-10-21",6475.06,6482.91,6469.62,6474.84,518.25,3390045.94
1540062000000,"2018-10-21",6476.48,6620.03,6398.62,6490.9,598.47,3925675.81
1540065600000,"2018-10-21",6449.62,6580.51,6395.45,6476.48,501.33,3275365.32
1540069200000,"2018-10-21",6571.86,6645.2,6409.58,6449.62,468.38,3075356.31
1540072800000,"2018-10-21",6519.14,6609.03,6425.16,6571.86,718.74,4704879.18
1540076400000,"2018-10-21",6490.56,6491.29,6476.48,6488.78,533.33,3496327.76
1540080000000,"2018-10-21",6502.28,6502.31,6474.47,6490.6,649.09,4228483.14
1540083600000,"2018-10-21",6516.74,6537.85,6493.74,6503.69,1778.44,11643123.19
1540087200000,"2018-10-21",6523.14,6523.52,6510.69,6516.74,691.48,4542504.78
1540090800000,"2018-10-21",6514.97,6527.19,6507.79,6523.14,586.58,3868067.44
1540094400000,"2018-10-21",6514.78,6525.77,6508.14,6514.97,451.73,2970050.92
1540098000000,"2018-10-21",6512.33,6517.19,6505.1,6515.23,390.13,2572652.69
1540101600000,"2018-10-21",6515.44,6522.63,6505.24,6512.33,313.94,2069116.99
1540105200000,"2018-10-21",6513.45,6518.41,6506.75,6515.77,368.06,2429998.82
1540108800000,"2018-10-21",6521.18,6531.31,6511.24,6513.1,472.44,3103857.37
1540112400000,"2018-10-21",6527.95,6532.74,6519.27,6521.06,691.64,4563361.35
1540116000000,"2018-10-21",6545.6,6547.42,6526.83,6526.95,748.23,4943871.17
1540119600000,"2018-10-21",6532.94,6547.63,6532.88,6545.57,1053.28,6952861.08
1540123200000,"2018-10-21",6539.76,6543.55,6528.7,6532.94,527.92,3485776.49
1540126800000,"2018-10-21",6542.93,6547.43,6536.84,6539.89,671.38,4398392.74
1540130400000,"2018-10-21",6553.24,6557.39,6541.82,6542.93,873.8,5764045.77
1540134000000,"2018-10-21",6548.68,6555.82,6544.74,6554.68,736.67,4835204.59
1540137600000,"2018-10-21",6544.04,6554.74,6544.04,6549.96,577.71,3796196.9
1540141200000,"2018-10-22",6541.43,6546.27,6536.35,6543.86,647.07,4261188.08
1540144800000,"2018-10-22",6537.65,6544.87,6536.15,6541.47,476.34,3130662.55
1540148400000,"2018-10-22",6538.82,6540.55,6536.2,6537.47,490.3,3221516.83
1540152000000,"2018-10-22",6540.79,6542.45,6537.07,6539.59,377.01,2484667.54
1540155600000,"2018-10-22",6534.54,6544.03,6534.01,6541.09,474.49,3129296.52
1540159200000,"2018-10-22",6519.49,6534.54,6512.44,6534.54,859.16,5620048.97
1540162800000,"2018-10-22",6509.87,6520.25,6505.93,6520.25,1112.6,7268983.12
1540166400000,"2018-10-22",6508.98,6517.27,6490.91,6509.87,1286.25,8369761.88
1540170000000,"2018-10-22",6518.84,6521.91,6502.23,6508.79,769.66,5045563.65
1540173600000,"2018-10-22",6512.88,6521.67,6508.26,6519.14,753.07,4910702.65
1540177200000,"2018-10-22",6509.77,6513.77,6506.3,6512.89,478.82,3134075.83
1540180800000,"2018-10-22",6518.89,6531.23,6507.37,6509.77,1270.66,8259782.32
1540184400000,"2018-10-22",6513.97,6525.65,6513.92,6518.89,1040.19,6726784.45
1540188000000,"2018-10-22",6521.31,6523.38,6510.56,6513.94,1125.56,7293215.42
1540191600000,"2018-10-22",6507.99,6522.56,6504.6,6521.74,1801.92,11646884.42
1540195200000,"2018-10-22",6490.33,6511.19,6486.56,6507.99,1853.01,11998781.26
1540198800000,"2018-10-22",6494.37,6495.84,6488.54,6490.37,1685.22,10887102.16
1540202400000,"2018-10-22",6493.95,6495.73,6484.79,6494.55,1611.63,10390921.52
1540206000000,"2018-10-22",6487.27,6494.43,6483.85,6493.84,1217.57,7906618.67
1540209600000,"2018-10-22",6485.2,6487.75,6481.13,6487.27,989.85,6501094.99
1540213200000,"2018-10-22",6479.19,6486.71,6460.38,6485.1,2182.71,14216542.28
1540216800000,"2018-10-22",6475.55,6483.77,6467.51,6479.21,1328.62,8679160.39
1540220400000,"2018-10-22",6476.48,6484.47,6475,6475.55,1495.75,9725595.75
1540224000000,"2018-10-22",6483.35,6484.52,6476.09,6477.04,1117.04,7226909.02
1540227600000,"2018-10-23",6482.89,6488.84,6481.95,6483.35,1184.1,7682119.16
1540231200000,"2018-10-23",6474.34,6485.04,6469.52,6482.92,1440.52,9331610.57
1540234800000,"2018-10-23",6471.46,6476.9,6467.97,6473.69,1095.12,7084711.5
1540238400000,"2018-10-23",6492.22,6492.82,6469.27,6471.46,2074.99,13440739.44
1540242000000,"2018-10-23",6483.27,6493.26,6481.8,6492.58,1213.89,7881881.3
1540245600000,"2018-10-23",6484.48,6484.96,6480.04,6483.26,1179.92,7650274.03
1540249200000,"2018-10-23",6483.23,6486.37,6480.47,6484.48,1042.99,6776081.73
1540252800000,"2018-10-23",6489.58,6489.93,6480.7,6484.32,1352.2,8776088.63
1540256400000,"2018-10-23",6487.35,6490.71,6480.79,6489.5,1081.27,7020905.38
1540260000000,"2018-10-23",6486.84,6488.77,6474.37,6488.08,1197.06,7757302.7
1540263600000,"2018-10-23",6469.6,6486.84,6463.04,6486.84,1791.42,11589483.82
1540267200000,"2018-10-23",6479.91,6480.04,6468.58,6469.6,1135.32,7346977.19
1540270800000,"2018-10-23",6478.56,6484.75,6474.31,6479.79,1017.42,6603301.25
1540274400000,"2018-10-23",6478,6480.85,6468.6,6478.56,1887.16,12203730.11
1540278000000,"2018-10-23",6468.04,6478.88,6468.04,6478,2081.55,13476480.87
1540281600000,"2018-10-23",6470.69,6478.34,6466.25,6468.04,1607.51,10427103.58
1540285200000,"2018-10-23",6462.82,6475.53,6452.21,6470.79,2017.55,13078596
1540288800000,"2018-10-23",6452.34,6463.83,6438.99,6462.48,2229.21,14405866.22
1540292400000,"2018-10-23",6450.77,6459.55,6449.95,6452.34,1758.78,11346165.35
1540296000000,"2018-10-23",6475.31,6486.24,6447.5,6450.7,1833.89,11898746.03
1540299600000,"2018-10-23",6471.19,6483,6470.48,6475.31,1623.68,10552725.15
1540303200000,"2018-10-23",6465.51,6477.36,6463.49,6470.66,940.84,6110421.29
1540306800000,"2018-10-23",6467.69,6477.24,6465.09,6465.94,1469.28,9572827.94
1540310400000,"2018-10-23",6476.43,6482.38,6467.24,6468.08,1158.94,7539122.66
1540314000000,"2018-10-24",6465.95,6477.26,6464.26,6476.94,932.55,6056411.81
1540317600000,"2018-10-24",6473.34,6473.95,6464.86,6466.89,1180.05,7633477.98
1540321200000,"2018-10-24",6485.06,6496.2,6468.21,6473.34,2171.41,14100683.71
1540324800000,"2018-10-24",6470.21,6487.93,6469.96,6485.05,1254.26,8130129.46
1540328400000,"2018-10-24",6473.39,6479.57,6468.54,6470.39,936.21,6086782.03
1540332000000,"2018-10-24",6471.41,6474.88,6464.04,6473.39,792.92,5160899.46
1540335600000,"2018-10-24",6470.22,6477.35,6469.64,6470.51,621.12,4039064.99
1540339200000,"2018-10-24",6480.9,6481.65,6465.73,6470.63,661.96,4314642.44
1540342800000,"2018-10-24",6475.68,6482.83,6474.78,6480.9,844.49,5474212.47
1540346400000,"2018-10-24",6482.54,6482.86,6468.95,6475.68,924.06,6007821.98
1540350000000,"2018-10-24",6487.7,6494.92,6479.98,6483.11,1242,8052512.35
1540353600000,"2018-10-24",6533.07,6538.35,6484.94,6487.7,2700.52,17545212.32
1540357200000,"2018-10-24",6519.77,6535.46,6513.98,6533.3,2826.1,18476669.11
1540360800000,"2018-10-24",6516.49,6524.39,6515.21,6519.77,2155.99,14002566.22
1540364400000,"2018-10-24",6511.38,6517.92,6501.02,6517.76,2214.05,14377920.16
1540368000000,"2018-10-24",6506.2,6519.32,6505.07,6511.38,1095.77,7141487.07
1540371600000,"2018-10-24",6506.56,6506.73,6499.66,6506.2,1483.27,9683473.31
1540375200000,"2018-10-24",6514.93,6521.51,6505.19,6507.18,1384.03,9047074.52
1540378800000,"2018-10-24",6501.81,6516.75,6498.7,6514.93,1203.26,7834281.95
1540382400000,"2018-10-24",6506.65,6509.02,6498.39,6502.6,1619.75,10533780.32
1540386000000,"2018-10-24",6501.82,6511.7,6501.46,6507,1529.73,9964696.36
1540389600000,"2018-10-24",6507.85,6510.65,6501.46,6501.82,944.65,6160320.26
1540393200000,"2018-10-24",6486.81,6508.67,6486.71,6507.9,1357.13,8823637.93
1540396800000,"2018-10-24",6494.52,6498.15,6481.44,6486.81,1796.71,11719232.12
1540400400000,"2018-10-25",6495.16,6496.9,6486.63,6494.52,1061.99,6910797.24
1540404000000,"2018-10-25",6491.68,6499.79,6490.6,6494.86,858.51,5586396.29
1540407600000,"2018-10-25",6488.87,6493.5,6475.42,6491.68,2203.07,14350898.95
1540411200000,"2018-10-25",6491.62,6498.24,6483.98,6489.49,1408.94,9140312.05
1540414800000,"2018-10-25",6491.56,6493.2,6486.58,6492.04,661.01,4320290.26
1540418400000,"2018-10-25",6481.12,6494.04,6480.31,6491.56,804.95,5247556.82
1540422000000,"2018-10-25",6476.25,6481.46,6469.75,6481.12,1129.71,7352339.32
1540425600000,"2018-10-25",6485.56,6485.9,6471.9,6476.52,725.31,4722420.94
1540429200000,"2018-10-25",6454.11,6497.9,6432.3,6485.56,3735.58,24194231.06
1540432800000,"2018-10-25",6459.38,6460.49,6448.61,6453.78,2031.71,13126899.31
1540436400000,"2018-10-25",6459.16,6461.84,6450.03,6459.38,1010.14,6542678.83
1540440000000,"2018-10-25",6468.94,6470.14,6457.68,6459.16,1161.53,7514679.11
1540443600000,"2018-10-25",6464.79,6469.85,6454.56,6468.87,1370.84,8852236.59
1540447200000,"2018-10-25",6473.79,6475.48,6463.61,6464.79,1819.99,11760683.71
1540450800000,"2018-10-25",6476.65,6479.73,6471.72,6473.73,1382.49,8981868.33
1540454400000,"2018-10-25",6477.88,6482.95,6471.5,6476.65,1440.35,9333872.49
1540458000000,"2018-10-25",6469.49,6478.83,6465.4,6477.88,1028.89,6661015.06
1540461600000,"2018-10-25",6466.06,6470.86,6456.13,6469.49,1284.79,8300368.24
1540465200000,"2018-10-25",6467.62,6476.32,6461.26,6466.08,1680.37,10886350.44
1540468800000,"2018-10-25",6474.46,6476.39,6461.89,6467.62,1166.22,7554040.1
1540472400000,"2018-10-25",6483.94,6485.55,6473.57,6475.53,1765.1,11445867.69
1540476000000,"2018-10-25",6476.22,6488.74,6473.58,6484.04,1376.98,8917769.15
1540479600000,"2018-10-25",6469.95,6477.97,6467.7,6476.74,1884.36,12168013.55
1540483200000,"2018-10-25",6473.81,6477.19,6467.89,6470.48,1488.51,9634197.89
1540486800000,"2018-10-26",6470.84,6477.94,6469.24,6473.81,1073.07,6940067.66
1540490400000,"2018-10-26",6485.39,6486.75,6470.84,6470.84,1574.38,10181255.14
1540494000000,"2018-10-26",6477.95,6486.68,6477.62,6486.48,1139.89,7384777.26
1540497600000,"2018-10-26",6473.28,6481.1,6468.69,6477.95,1441.66,9331913.81
1540501200000,"2018-10-26",6470.89,6478.23,6468.41,6474.01,1457.82,9469211.95
1540504800000,"2018-10-26",6482.82,6483.5,6469.93,6470.89,1309.68,8503507.46
1540508400000,"2018-10-26",6462.77,6484.51,6462.76,6483.29,1357.26,8807038.19
1540512000000,"2018-10-26",6470.55,6474.03,6458.26,6462.77,1215.71,7888879.08
1540515600000,"2018-10-26",6458.95,6470.55,6458.78,6470.55,881.39,5714552.46
1540519200000,"2018-10-26",6462.22,6467.85,6457.28,6458.95,1463.18,9452517.09
1540522800000,"2018-10-26",6459.98,6468.46,6456.93,6462.22,1728.24,11199166.4
1540526400000,"2018-10-26",6454.11,6462,6450.92,6459.98,927.77,5984174.33
1540530000000,"2018-10-26",6458.29,6465.72,6451.33,6454.11,1114.85,7182970.41
1540533600000,"2018-10-26",6459.08,6461.51,6453.51,6458.29,1330.1,8561981.31
1540537200000,"2018-10-26",6448.65,6459.11,6445.3,6459.08,2000.55,12905328.64
1540540800000,"2018-10-26",6497.22,6514,6445.13,6448.65,3390.66,21985007.69
1540544400000,"2018-10-26",6474.68,6498.83,6472.41,6497.22,2107.89,13702931.66
1540548000000,"2018-10-26",6480.48,6481.7,6469.87,6474.68,2037.83,13236090.8
1540551600000,"2018-10-26",6477.45,6487.94,6475.34,6480.53,1034.68,6703552.02
1540555200000,"2018-10-26",6464.8,6477.85,6462.7,6477.69,1251.57,8115829.18
1540558800000,"2018-10-26",6451.28,6466.95,6445.13,6464.75,1729.64,11163747.83
1540562400000,"2018-10-26",6459.06,6459.56,6441.81,6451.28,1843.85,11889347.57
1540566000000,"2018-10-26",6446.77,6467.47,6446.57,6459.06,2425.07,15627392.53
1540569600000,"2018-10-26",6462.59,6465.68,6444.24,6446.77,1072.78,6940170.56
1540573200000,"2018-10-27",6461.17,6465.82,6458.96,6463.01,735.68,4786447.23
1540576800000,"2018-10-27",6458.89,6468.58,6454.58,6461.33,769.39,4990892.68
1540580400000,"2018-10-27",6460.03,6466.78,6455.42,6458.8,767.09,4989875.82
1540584000000,"2018-10-27",6461.9,6462.96,6458.94,6460.03,1021.62,6606082.04
1540587600000,"2018-10-27",6457.75,6462.62,6451.36,6461.9,845.01,5497737.19
1540591200000,"2018-10-27",6458.52,6461.68,6456.18,6457.75,542.96,3528722.68
1540594800000,"2018-10-27",6457.21,6462.61,6448.22,6458.97,1047.03,6794259.15
1540598400000,"2018-10-27",6461.22,6463.31,6455.41,6457.21,495.76,3232366.82
1540602000000,"2018-10-27",6464.1,6468.1,6460.4,6461.45,609.44,3963051.42
1540605600000,"2018-10-27",6473.79,6473.99,6460.46,6464.17,580.76,3786273.22
1540609200000,"2018-10-27",6470.42,6475.49,6464.14,6474.05,1125.86,7342776.22
1540612800000,"2018-10-27",6469.61,6473.7,6461.6,6470.42,484.21,3153463.5
1540616400000,"2018-10-27",6469.29,6474.37,6462.4,6469.61,386.54,2529658.03
1540620000000,"2018-10-27",6472.11,6475.18,6465.27,6469.29,460.37,3008556.23
1540623600000,"2018-10-27",6470.16,6478.38,6467.06,6472.16,387.46,2537917.79
1540627200000,"2018-10-27",6464.64,6477.87,6462.41,6470.16,527.18,3435784.95
1540630800000,"2018-10-27",6465.33,6475.9,6459.6,6465.01,315.06,2061154.19
1540634400000,"2018-10-27",6461.7,6474.67,6456.51,6465.33,1224.28,7974971.21
1540638000000,"2018-10-27",6460.98,6464.4,6452.4,6461.7,453.4,2951441.96
1540641600000,"2018-10-27",6461.43,6469.57,6456.6,6460.98,600.52,3923307.64
1540645200000,"2018-10-27",6453.97,6466.95,6453.97,6461.43,1583.61,10274617.35
1540648800000,"2018-10-27",6454.97,6458.84,6447.51,6453.97,2339.19,15131315.31
1540652400000,"2018-10-27",6455.22,6462.09,6445.95,6454.97,1839.12,11899852.05
1540656000000,"2018-10-27",6459.68,6459.9,6446.69,6455.22,909.11,5893036.73
1540659600000,"2018-10-28",6461.91,6468.07,6454.32,6459.68,1090.81,7070087.83
1540663200000,"2018-10-28",6457.04,6464.5,6455.88,6461.24,448.66,2914088.57
1540666800000,"2018-10-28",6459.83,6462.08,6455.8,6457.02,482.89,3140057.55
1540670400000,"2018-10-28",6459.72,6466.17,6454.45,6459.83,1074.81,6967545.24
1540674000000,"2018-10-28",6478.09,6478.49,6459.74,6459.74,598.61,3883678.75
1540677600000,"2018-10-28",6472.23,6479,6460.99,6478.09,657.25,4269348.78
1540681200000,"2018-10-28",6470.17,6472.5,6466,6472.23,417.95,2722115.01
1540684800000,"2018-10-28",6466.68,6470.62,6463.35,6470.17,443.94,2885092.58
1540688400000,"2018-10-28",6463.22,6468.89,6462.57,6466.84,395.42,2575900.04
1540692000000,"2018-10-28",6469.79,6470.99,6462.37,6463.22,445.95,2900575.62
1540695600000,"2018-10-28",6464.19,6470.32,6460.81,6469.79,570.86,3704661.37
1540699200000,"2018-10-28",6473.72,6474.25,6464.11,6464.19,476.09,3098318.45
1540702800000,"2018-10-28",6477.83,6477.83,6466.82,6473.59,389.06,2536539.22
1540706400000,"2018-10-28",6466.33,6483.24,6464.45,6477.83,589.61,3829273.54
1540710000000,"2018-10-28",6470.35,6474.33,6458.31,6466.33,1611.53,10467613.82
1540713600000,"2018-10-28",6467.7,6471.55,6461.01,6470.35,1026.6,6666273.94
1540717200000,"2018-10-28",6463.54,6476.01,6462.26,6467.7,366.75,2392141.09
1540720800000,"2018-10-28",6464.56,6469.87,6457.94,6463.6,699.84,4543468.18
1540724400000,"2018-10-28",6464.43,6470.39,6462.08,6464.56,361.11,2352610.88
1540728000000,"2018-10-28",6467.72,6469.58,6463.82,6464.43,457.61,2975963.71
1540731600000,"2018-10-28",6474.18,6476.3,6466,6467.67,655.88,4262932.82
1540735200000,"2018-10-28",6474.79,6478.6,6470.53,6474.18,530.27,3443787.08
1540738800000,"2018-10-28",6462.07,6478.49,6461.87,6475.54,1284.67,8338491.69
1540742400000,"2018-10-28",6468.8,6470.25,6457.32,6462.07,1005.22,6515479.13
1540746000000,"2018-10-29",6467.48,6476.63,6465.24,6468.34,569.38,3708654.06
1540749600000,"2018-10-29",6464.69,6468.66,6459.81,6467.88,874.38,5680253.97
1540753200000,"2018-10-29",6452.12,6466.78,6448.11,6464.69,862.89,5587873.82
1540756800000,"2018-10-29",6457.77,6459.9,6444.74,6452.12,783.21,5059794.01
1540760400000,"2018-10-29",6455.55,6461.48,6451.94,6457.85,537.16,3479782.27
1540764000000,"2018-10-29",6460.29,6461.33,6454.24,6455.56,548.47,3558493.55
1540767600000,"2018-10-29",6470.74,6481.31,6458.25,6460.29,1320.82,8554186.13
1540771200000,"2018-10-29",6472.54,6474.4,6465.17,6470.74,569.7,3690106.94
1540774800000,"2018-10-29",6467.07,6472.9,6462.39,6472.82,659.25,4275466
1540778400000,"2018-10-29",6478.78,6483.39,6465.3,6467.07,1453.02,9419479.09
1540782000000,"2018-10-29",6479.16,6483.28,6474.88,6478.78,1543.52,10016866.57
1540785600000,"2018-10-29",6475.23,6480.33,6472.32,6479.16,1002.63,6498434.31
1540789200000,"2018-10-29",6475.82,6477.53,6471.66,6475.23,775.55,5031154.75
1540792800000,"2018-10-29",6475.53,6479.11,6473.32,6475.82,675.17,4381299.32
1540796400000,"2018-10-29",6468.1,6476.34,6467.94,6475.86,1332.1,8592704.4
1540800000000,"2018-10-29",6464.66,6469.98,6459.22,6468.31,1465.18,9459605.35
1540803600000,"2018-10-29",6449.46,6464.89,6448.63,6464.65,1907.21,12280436.63
1540807200000,"2018-10-29",6458.68,6459.84,6448.82,6449.61,1364.88,8797779.03
1540810800000,"2018-10-29",6393.39,6460.85,6363.55,6458.93,11402.96,72782281.83
1540814400000,"2018-10-29",6320.35,6393.39,6282.58,6393.39,9390.62,59372611.46
1540818000000,"2018-10-29",6330.22,6351.77,6316.97,6320.33,3869.28,24437962.51
1540821600000,"2018-10-29",6327.51,6336.68,6317.05,6330.34,2249.27,14255294.1
1540825200000,"2018-10-29",6341.33,6341.33,6326.05,6327.51,1171.36,7443084.88
1540828800000,"2018-10-29",6332.68,6341.59,6325.89,6341.33,2217.64,14086417.94
1540832400000,"2018-10-30",6316.65,6333.33,6313.83,6332.68,2269.33,14357198.21
1540836000000,"2018-10-30",6319.06,6322.43,6315.18,6316.73,804.8,5091205.98
1540839600000,"2018-10-30",6301.89,6319.17,6290.64,6319.06,2223.84,13983027.82
1540843200000,"2018-10-30",6293,6311.2,6290.26,6301.89,1645.94,10366570.12
1540846800000,"2018-10-30",6289.88,6299.48,6285.09,6293.11,1899.31,12006888.79
1540850400000,"2018-10-30",6311.92,6312.04,6289.01,6289.89,1163.98,7376558.04
1540854000000,"2018-10-30",6313.91,6314.53,6307.49,6311.75,704.03,4461092.44
1540857600000,"2018-10-30",6316.97,6320.01,6313.91,6314.38,710.43,4507503.96
1540861200000,"2018-10-30",6310.53,6322.99,6306.57,6316.93,1070.87,6788717.83
1540864800000,"2018-10-30",6314.77,6321.65,6307.68,6310.53,854.75,5416750.32
1540868400000,"2018-10-30",6323.86,6333.51,6313.72,6314.99,1791.11,11363067.34
1540872000000,"2018-10-30",6339.45,6339.55,6321.91,6323.93,1291.91,8183503.18
1540875600000,"2018-10-30",6325.47,6340.68,6320,6339.45,1338.91,8464827.04
1540879200000,"2018-10-30",6332.04,6334.93,6325.23,6325.47,1194.92,7568625.75
1540882800000,"2018-10-30",6325.24,6340.66,6322.59,6332.52,1302.28,8232471.23
1540886400000,"2018-10-30",6310.71,6326.75,6305.98,6325.24,1864.72,11756105.28
