"time","timeDate","close","high","low","open","volumefrom","volumeto"
1540890000000,"2018-10-30",6303.67,6312.82,6297.23,6310.71,2044.43,12871977.83
1540893600000,"2018-10-30",6318.99,6319.21,6300.2,6303.67,1708.01,10756975.15
1540897200000,"2018-10-30",6313.4,6323.87,6296.28,6319.71,1865.56,11758892.08
1540900800000,"2018-10-30",6319.89,6326.59,6308.25,6312.65,1240.61,7849775.91
1540904400000,"2018-10-30",6314.97,6323.09,6313.6,6320.44,1516.29,9562034.58
1540908000000,"2018-10-30",6310.2,6320.19,6301.59,6315.56,2033.23,12793604.23
1540911600000,"2018-10-30",6316.96,6325.94,6303.52,6310.2,1951.32,12355357.03
1540915200000,"2018-10-30",6308.27,6321.04,6302.8,6315.81,2874.66,18160787.41
1540918800000,"2018-10-31",6305.77,6314.45,6303.21,6308.27,1520.86,9604239.52
1540922400000,"2018-10-31",6298.74,6310.59,6286.3,6305.86,2154.64,13566191.76
1540926000000,"2018-10-31",6299.66,6309.32,6294.67,6298.74,2164.6,13647749.85
1540929600000,"2018-10-31",6312.1,6314.42,6297.63,6299.66,2255.83,14204153.23
1540933200000,"2018-10-31",6305.7,6316.27,6303.77,6312.1,3538.26,22331194.5
1540936800000,"2018-10-31",6307.46,6324.27,6295.94,6306.06,3386.55,21359599.79
1540940400000,"2018-10-31",6309.11,6315.31,6304.24,6307.46,1026.46,6488049.3
1540944000000,"2018-10-31",6316.08,6316.08,6305.61,6309.11,806.75,5096050.93
1540947600000,"2018-10-31",6302.99,6315.88,6301.74,6315.68,1151.39,7256238.83
1540951200000,"2018-10-31",6310.54,6310.55,6300.07,6302.99,1557.66,9825103.53
1540954800000,"2018-10-31",6303.93,6311,6300.51,6310.99,805.22,5075227.79
1540958400000,"2018-10-31",6308.25,6308.45,6295.42,6303.93,674.37,4253380.58
1540962000000,"2018-10-31",6309.76,6312.48,6303.34,6308.25,675.1,4250448.03
1540965600000,"2018-10-31",6305.86,6311.55,6298.01,6309.76,1030.63,6509569.29
1540969200000,"2018-10-31",6298.31,6308.18,6297.26,6305.78,959.16,6032817.18
1540972800000,"2018-10-31",6297.06,6299.81,6291.69,6298.31,844,5313969.25
